epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
117,70471.2,0.78838,0.73752,1.1402,0.58046,0.4753,0.51829,0.39266,0.68714,0.73245,1.08263,0.002344,0.002344,0.002344
118,71072.8,0.77379,0.73437,1.13253,0.5909,0.499,0.51815,0.39302,0.68196,0.72673,1.08102,0.002278,0.002278,0.002278
119,71674.4,0.76523,0.73494,1.12605,0.60222,0.49002,0.52111,0.3945,0.67949,0.72036,1.08025,0.002212,0.002212,0.002212
120,72277.8,0.77032,0.72933,1.12573,0.654,0.47112,0.52421,0.40015,0.68083,0.72886,1.07956,0.002146,0.002146,0.002146
121,72881.7,0.77994,0.72279,1.12872,0.64473,0.48022,0.51705,0.3911,0.67899,0.72369,1.07955,0.00208,0.00208,0.00208
122,73484.4,0.75958,0.71056,1.11262,0.60621,0.4899,0.51812,0.39114,0.68008,0.72157,1.08015,0.002014,0.002014,0.002014
123,74087.8,0.77228,0.72791,1.1275,0.64746,0.47221,0.51938,0.39291,0.67781,0.71924,1.07758,0.001948,0.001948,0.001948
124,74690.4,0.76779,0.73115,1.11379,0.6435,0.4804,0.5223,0.39393,0.6791,0.7226,1.07683,0.001882,0.001882,0.001882
125,75293.5,0.75801,0.7119,1.11853,0.63292,0.48392,0.52115,0.39363,0.67875,0.72573,1.07715,0.001816,0.001816,0.001816
126,75897.1,0.75917,0.7234,1.12129,0.62961,0.48048,0.52603,0.40249,0.67872,0.72041,1.07701,0.00175,0.00175,0.00175
127,76502,0.77225,0.71935,1.12759,0.64535,0.48077,0.52626,0.39714,0.6785,0.71995,1.07693,0.001684,0.001684,0.001684
128,77105.7,0.76224,0.71482,1.12049,0.51758,0.5191,0.52655,0.39905,0.67309,0.71769,1.07416,0.001618,0.001618,0.001618
129,77708.9,0.74846,0.7153,1.12422,0.65999,0.4738,0.52583,0.39802,0.67096,0.71404,1.07368,0.001552,0.001552,0.001552
130,78311.6,0.75126,0.7174,1.11613,0.64923,0.48237,0.52723,0.39964,0.671,0.71295,1.07418,0.001486,0.001486,0.001486
131,78914.5,0.73528,0.70336,1.11764,0.65124,0.47707,0.52608,0.39958,0.67229,0.71273,1.07403,0.00142,0.00142,0.00142
132,79517.7,0.74112,0.71084,1.11424,0.63361,0.49233,0.52681,0.39983,0.67121,0.71399,1.0732,0.001354,0.001354,0.001354
133,80120.6,0.74468,0.69352,1.1079,0.63759,0.49262,0.52597,0.39826,0.6717,0.71644,1.07282,0.001288,0.001288,0.001288
134,80724,0.72324,0.67713,1.09484,0.66899,0.47397,0.52597,0.39907,0.66886,0.71121,1.07118,0.001222,0.001222,0.001222
135,81326.8,0.73087,0.68751,1.10434,0.6174,0.5029,0.52568,0.39906,0.66744,0.71283,1.07103,0.001156,0.001156,0.001156
136,81929.6,0.71686,0.68287,1.09204,0.63326,0.49229,0.52451,0.39867,0.66569,0.71024,1.0696,0.00109,0.00109,0.00109
137,82532.7,0.74042,0.67693,1.10665,0.62531,0.51407,0.52839,0.39984,0.66453,0.70765,1.0681,0.001024,0.001024,0.001024
138,83135.7,0.73553,0.68615,1.10812,0.6494,0.4891,0.52496,0.39827,0.66431,0.70902,1.06849,0.000958,0.000958,0.000958
139,83739.2,0.72809,0.6711,1.10343,0.6426,0.48689,0.52536,0.39819,0.66282,0.70655,1.06763,0.000892,0.000892,0.000892
140,84342.1,0.72959,0.67111,1.0978,0.62796,0.49197,0.52578,0.39886,0.66033,0.70559,1.06545,0.000826,0.000826,0.000826
141,84946.4,0.65676,0.57849,1.04328,0.62644,0.4879,0.52464,0.39827,0.65735,0.69959,1.06509,0.00076,0.00076,0.00076
142,85549.4,0.6465,0.54044,1.03339,0.64826,0.48084,0.52568,0.39894,0.65582,0.69458,1.06457,0.000694,0.000694,0.000694
143,86151.9,0.61705,0.51917,1.01678,0.64921,0.48275,0.52544,0.39935,0.65423,0.69294,1.063,0.000628,0.000628,0.000628
144,86754.4,0.61412,0.49863,1.01434,0.65981,0.4824,0.52532,0.40016,0.65374,0.69237,1.06343,0.000562,0.000562,0.000562
145,87357.2,0.60854,0.5031,1.01365,0.6088,0.48114,0.52452,0.40007,0.6515,0.68854,1.06239,0.000496,0.000496,0.000496
146,87959.8,0.61333,0.51183,1.01607,0.61686,0.47245,0.52603,0.40084,0.64986,0.68615,1.06177,0.00043,0.00043,0.00043
147,88563.5,0.61002,0.51053,1.01584,0.61597,0.47212,0.5268,0.40162,0.64697,0.68439,1.06025,0.000364,0.000364,0.000364
148,89166,0.61716,0.51696,1.0205,0.61129,0.47312,0.5271,0.4023,0.64556,0.68316,1.06005,0.000298,0.000298,0.000298
149,89768.6,0.61313,0.51554,1.01956,0.59276,0.48526,0.52776,0.40305,0.64441,0.68116,1.05936,0.000232,0.000232,0.000232
150,90371.1,0.6021,0.4991,1.01042,0.58878,0.47013,0.52754,0.40303,0.64316,0.68019,1.05844,0.000166,0.000166,0.000166
